0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
0.0000000	0.0000000	x	0.00
